name,website,investor_count,funding_count,funding_last_type,funding_last_date,valuation_date,revenue_year,funding_total_numeric_millions,funding_last_numeric_millions,valuation_numeric_millions,revenue_total_numeric_millions
Matchpoint Therapeutics,https://matchpointtx.com,6,2,Series A,2022-10-14,,,100.0,70.0,,
Celsius,https://celsius.network,7,10,Bankrupt/Emergence,2024-01-31,,,783.8,13.0,,
Inceptio Technology,https://inceptio.ai,23,6,Series B - II,2022-02-28,,,678.68,188.0,,
Tracklib,https://tracklib.com,10,5,Series A,2021-09-21,,,21.07,12.2,,
Opsera,https://opsera.io,8,4,Series A - II,2023-10-04,,,27.0,12.0,,
Fernride,https://fernride.com,15,6,Series A - II,2023-09-20,,,58.39,19.0,,
Faception,https://faception.com,2,2,Incubator/Accelerator,2016-12-13,,,0.13,13.0,,
Dunamu,https://dunamu.com,10,6,Corporate Minority - II,2021-11-06,2021-02,,72.44,13.0,845.5,
Descomplica,https://descomplica.com.br,19,9,Series E - II,2023-01-12,,,121.17,6.4,,
Gradient Health,https://gradienthealth.io,11,3,Seed VC,2023-06-20,,,3.2,2.75,,
Candex,https://candex.com,19,10,Series B,2023-11-28,,,83.37,45.0,,
Boulder,https://boulder.care,14,4,Series C,2024-05-21,,,85.16,35.01,,
Everlaw,https://everlaw.com,7,7,Series D,2021-11-02,,,314.61,202.0,,
Legl,https://legl.com,8,3,Series B,2022-05-18,,,25.0,18.0,,
SkySafe,https://skysafe.io,10,6,Series B,2021-12-17,,,45.58,30.0,,
JOW,https://jow.fr,10,4,Series A - II,2024-02-07,,,41.73,13.0,,
Valerann,https://valerann.com,12,10,Incubator/Accelerator - V,2024-09-02,,,23.72,13.0,,
PatchRx,https://patchrx.io,7,6,Series B,2023-08-29,,,20.15,8.0,,
Labster,https://labster.com,16,7,Series C - II,2022-04-04,,,147.0,47.0,,
Odyssey Therapeutics,https://odysseytx.com,25,4,Series C,2023-12-05,,,487.0,101.0,,
Klue,https://klue.com,13,4,Series B,2021-12-01,,,77.62,62.0,,
Vidsy,https://vidsy.co,12,8,Series B,2021-10-11,,,22.18,16.5,,
Meru,https://usemeru.com,1,1,Convertible Note,2023-01-01,,,0.5,0.5,,
Eyebot,https://eyebot.co,8,5,Seed VC,2024-05-09,,,9.52,6.0,,
bluShift Aerospace,https://blushiftaerospace.com,6,9,Seed VC,2024-06-04,,,6.1,1.3,,
FourKites,https://fourkites.com,16,11,Secondary Market,2023-05-01,2022-06,,242.9,13.0,1000.0,
Raus,https://raus.life,18,5,Debt,2023-11-09,,,12.19,9.09,,
Autolab,https://autolab.com.co,7,4,Unattributed VC - II,2024-07-21,,,14.63,5.0,,
Canela Media,https://canelamedia.com,12,3,Debt,2022-02-25,,,45.0,10.0,,
Prograd,https://prograd.uk,6,2,Seed VC,2023-01-09,,,2.62,2.5,,
Tamr,https://tamr.com,20,12,Unattributed VC - III,2023-07-12,,,69.2,13.0,,
AiCure,https://aicure.com,18,13,Series C - II,2024-01-23,,,76.34,4.0,,
Home From College,https://homefromcollege.com,5,3,Seed VC - II,2024-04-03,,,5.4,5.4,,
Okendo,https://okendo.io,3,2,Series A,2022-07-14,,,31.3,26.0,,
WareIQ,https://wareiq.com,7,3,Seed VC - II,2022-04-01,,,1.78,13.0,,
Monad,https://monad.com,3,3,Series A - II,2024-03-01,,,19.0,13.0,,
Force,https://forcetherapeutics.com,5,4,Unattributed VC,2018-11-07,,,25.76,21.0,,
Unbabel,https://unbabel.com,38,11,Biz Plan Competition,2024-06-26,,,110.7,13.0,,
Spring Health,https://springhealth.com,29,13,Series E,2024-07-31,2023-04,,467.2,100.0,2500.0,
Facilio,https://facilio.com,4,3,Series B,2022-02-22,,,42.9,35.0,,
ThinkCyte,https://thinkcyte.com,23,9,Loan,2024-08-29,,,78.43,3.46,,
Heru,https://heru.app,11,5,Seed VC - II,2022-09-19,,,15.95,6.0,,
JustPaid,https://justpaid.io,13,4,Seed VC - II,2023-06-27,,,4.0,3.5,,
PONY,https://pony.com,4,3,Corporate Minority,2019-03-14,2015-02,,0.99,0.99,37.0,
Blackbird,https://blackbirdcode.com,1,5,Incubator/Accelerator,2022-11-06,,,26.0,13.0,,
Certn,https://certn.co,22,10,Series B - III,2023-05-31,,,114.48,13.0,,
Klang Games,https://klang-games.com,18,6,Series C,2022-07-06,,,77.28,41.0,,
Beni,https://joinbeni.com,2,4,Incubator/Accelerator,2023-03-01,,,4.97,13.0,,
Sakara Life,https://sakara.com,8,3,Series B,2021-03-24,,,19.8,15.0,,
100ms,https://100ms.live,5,2,Series A,2022-03-11,,,24.5,20.0,,
Plexium,https://plexium.com,14,3,Series B,2022-02-23,,,165.0,102.0,,
Clinikally,https://clinikally.com,20,4,Seed VC,2023-09-29,,,3.6,2.6,,
Baseten,https://baseten.co,23,4,Series B,2024-03-04,,,60.0,40.0,,
Elite HRV,https://elitehrv.com,8,8,Debt,2024-09-27,,,20.96,1.06,,
SimplyInsured,https://simplyinsured.com,15,4,Series A,2015-06-30,,,8.42,5.9,,
Balance Technology,https://balance.tech,4,4,Acquired,2018-08-09,,,0.23,13.0,,
Cardless,https://cardless.com.sa,1,5,Acquired,2023-10-17,,,26.0,13.0,,
FundPark,https://fundpark.com,7,9,Line of Credit - III,2024-06-25,,,501.8,13.0,,
XUND,https://xund.ai,13,10,Seed VC - II,2024-04-02,,,7.97,2.15,,
Rippl Care,https://ripplcare.com,9,3,Series A,2024-10-02,,,55.0,23.0,,
Float,https://hellofloat.com,5,4,Seed VC,2017-02-09,,,3.13,3.0,,
Ennabl,https://ennabl.com,4,2,Series A,2023-07-25,,,14.0,10.0,,
Monetizr,https://themonetizr.com,11,6,Unattributed VC - II,2023-04-21,,,4.71,4.07,,
Clearcover,https://clearcover.com,11,9,Series E - II,2024-04-11,2021-04,,515.0,55.0,1000.0,
UENI,https://ueni.com,3,5,Incubator/Accelerator,2020-11-12,,,30.35,13.0,,
Framer,https://framer.com,7,4,Series C,2023-07-27,,,60.0,27.0,,
Planned,https://planned.com,6,3,Series B,2024-07-18,,,57.7,35.0,,
Web3 Pro,https://web3pro.com,7,5,Seed VC,2023-08-28,,,26.0,13.0,,
Rise,https://risescience.com,7,4,Series A,2021-06-09,,,15.75,10.0,,
Fanbase,https://fanbase.com,1,2,Dead,2011-09-13,,,5.0,13.0,,
ODAIA Intelligence,https://odaia.ai,29,9,Series B,2023-05-01,,,40.0,25.0,,
Cheetah,https://cheetah.com,2,5,Acquired,2021-04-06,,,26.0,13.0,,
Legacy,https://,1,5,Incubator/Accelerator,2017-10-19,,,26.0,13.0,,
Nextory,https://nextory.com,8,7,Unattributed VC,2022-06-20,,,48.27,9.87,,
Cargofive,https://cargofive.com,8,5,Seed VC - II,2024-03-26,,,4.79,2.71,,
Steadily,https://steadily.com,10,4,Series B,2023-07-05,,,63.2,28.5,,
PACES,https://paces.co.jp,1,5,Incubator/Accelerator,2024-02-14,,,26.0,13.0,,
MDClone,https://mdclone.com,7,5,Series C,2022-03-01,,,104.0,63.0,,
Sonovate,https://sonovate.com,11,12,Line of Credit,2023-10-12,,,603.2,130.37,,
StoryStream,https://storystream.ai,1,2,Series B,2017-08-22,,,4.14,1.54,,
DrayNow,https://draynow.com,4,3,Corporate Minority,2023-09-06,,,13.17,8.0,,
StudyFree,https://studyfree.com,11,5,Seed VC - II,2021-12-13,,,4.33,3.0,,
75F,https://75f.io,13,12,Acq - Fin,2021-09-16,,,29.38,13.0,,
Chaos Labs,https://chaoslabs.xyz,26,5,Series A,2024-08-15,,,75.0,55.0,,
Imvela,https://kingdomsupercultures.com,8,8,Grant - IV,2023-08-11,,,30.89,0.65,,
Splash,https://splash.org,1,1,Grant,2019-11-15,,,1.0,1.0,,
Miraex,https://miraex.com,6,7,Grant,2021-12-31,,,3.38,2.92,,
RebelMouse,https://rebelmouse.com,16,3,Series B,2015-04-06,,,28.75,16.0,,
Genesis,https://genesis.global,16,8,Series C - II,2022-07-27,,,269.8,20.0,,
Daki,https://soudaki.com,3,3,Unattributed VC,2024-01-24,,,5.08,5.08,,
Marker Learning,https://markerlearning.com,13,2,Series A,2023-02-09,2021-11,,19.0,15.0,15.0,
Andium,https://andium.com,5,4,Series A,2021-04-08,,,20.88,15.0,,
Theya,https://theya.us,1,1,Convertible Note,2023-01-01,,,0.5,0.5,,
Axtria,https://axtria.com,9,7,Series E,2021-05-13,,2016,206.32,150.0,,50.0
Skyroot Aerospace,https://skyroot.in,16,5,Series B - II,2023-10-30,,,95.5,27.5,,
SwiftComply,https://swiftcomply.com,4,4,Series A - II,2021-01-24,,,4.02,3.0,,
Labelbox,https://labelbox.com,12,7,Series D,2022-01-06,,,188.9,110.0,,
Smart Access,https://smartaccess.io,10,5,Incubator/Accelerator - II,2022-03-03,,,26.0,13.0,,
Pathalys Pharma,https://pathalys.com,12,4,Series B,2024-08-20,,,255.0,105.0,,
Rebelstork,https://rebelstork.com,7,3,Series A - II,2024-09-19,,,24.06,18.0,,
Planys Technologies,https://planystech.com,19,5,Unattributed VC,2024-04-03,,,8.91,5.0,,
CoinScan,https://coinscan.com,5,1,Seed,2023-05-15,,,6.3,6.3,,
Influ2,https://influ2.com,6,3,Series A,2021-05-25,,,12.88,8.81,,
Moment Energy,https://momentenergy.com,13,10,Incubator/Accelerator - VI,2022-10-20,,,3.16,13.0,,
Zen Educate,https://zeneducate.com,13,7,Series B,2024-05-20,,,69.35,37.0,,
Goldcast,https://goldcast.io,14,2,Series A,2022-08-25,,,38.0,28.0,,
Martie,https://martie.com,2,2,Seed VC - II,2023-12-12,,,10.0,7.0,,
Exclusible,https://exclusible.com,8,3,Seed VC - II,2022-10-25,,,7.6,5.0,,
Sensible Weather,https://sensibleweather.com,12,6,Series A - III,2023-09-25,,,22.0,13.0,,
PTO Exchange,https://ptoexchange.com,7,2,Seed - II,2022-03-03,,,8.4,5.4,,
Kyruus Health,https://kyruushealth.com,16,12,Series E,2022-09-30,2018-10,,194.19,35.1,126.99,
Atato,https://atato.com,14,3,Series A,2022-06-03,,,7.0,6.0,,
Ondo,https://ondo.finance,18,3,Series A,2022-04-27,,,24.0,20.0,,
Vyriad,https://vyriad.com,6,3,Series B - II,2022-05-18,,,53.88,29.5,,
SteadyMD,https://steadymd.com,16,8,Biz Plan Competition,2024-03-20,,,33.97,13.0,,
Anytype,https://anytype.io,9,3,Seed VC,2023-08-23,,,13.52,13.4,,
Apiiro,https://apiiro.com,3,2,Series B,2022-11-03,,,135.0,100.0,,
Instabase,https://instabase.com,12,8,Unattributed VC,2024-03-05,2023-06,,180.94,13.0,2000.0,
Freenome,https://freenome.com,52,12,Series F,2024-02-15,,,1353.0,254.0,,
CyCognito,https://cycognito.com,14,6,Incubator/Accelerator,2022-07-14,2021-12,,153.0,13.0,800.0,
Flux Marine,https://fluxmarine.com,5,3,Series A,2022-03-30,,,15.76,15.5,,
Coinrule,https://coinrule.com,18,4,Seed VC,2021-09-27,,,3.04,2.2,,
WealthKernel,https://wealthkernel.com,7,5,Series A - III,2024-01-24,,,20.54,7.63,,
Code Biotherapeutics,https://codebiotx.com,10,2,Series A,2022-06-07,,,85.0,75.0,,
Onfly,https://,9,1,Unattributed,2023-05-24,,,10.2,10.2,,
Prediko,https://prediko.io,7,2,Seed VC,2022-09-14,,,5.12,5.0,,
Luminous,https://luminous.com,19,4,Series A,2022-03-03,,,114.0,105.0,,
Boundless,https://boundlesshq.com,4,2,Seed VC - II,2021-06-29,,,3.86,3.0,,
CloudFret,https://cloudfret.com,8,6,Seed - II,2023-11-10,,,3.49,2.1,,
Railz,https://railz.ai,13,7,Incubator/Accelerator - V,2023-01-13,,,15.0,13.0,,
InfinyOn,https://infinyon.com,4,1,Seed VC,2022-10-03,,,5.0,5.0,,
OneLayer,https://onelayer.com,7,2,Seed VC - II,2022-09-15,,,14.7,6.5,,
YoLa Fresh,https://yolafresh.com,7,3,Seed VC - II,2024-05-30,,,7.0,7.0,,
Emulate,https://emulatebio.com,20,12,Series E,2021-09-07,,,227.17,82.0,,
Earli,https://earli.com,14,4,Unattributed VC,2024-08-19,,,59.5,13.0,,
NotedSource,https://notedsource.io,5,2,Seed VC,2022-12-08,,,2.12,2.0,,
Monograph,https://monograph.com,7,3,Series B,2021-11-15,,,29.3,20.0,,
WorkMotion,https://workmotion.com,13,4,Series B,2022-06-23,,,76.58,50.0,,
Hologram,https://hologram.io,15,6,Series B - II,2021-11-30,,,79.78,6.8,,
DuploCloud,https://duplocloud.com,4,2,Series B,2023-11-29,2022-02,,47.0,32.0,75.0,
Transreport,https://transreport.co.uk,9,7,Series A,2024-01-04,,,15.77,12.0,,
Connected Robotics,https://connected-robotics.com,21,9,Series B,2023-02-28,,,21.23,12.49,,
AXIO,https://axioinc.com,1,1,Seed,2012-01-21,,,0.02,0.02,,
Silvr,https://silvr.co,18,4,Line of Credit,2023-07-05,,,225.11,72.94,,
Payabli,https://payabli.com,6,3,Series A,2024-06-25,,,32.0,20.0,,
Symbrosia,https://symbrosia.co,9,5,Incubator/Accelerator,2024-09-23,,,8.07,13.0,,
Promethium,https://promethium.ai,4,4,Series A,2022-02-08,,,34.5,26.0,,
Relativity6,https://relativity6.com,17,17,Convertible Note - IV,2023-09-26,,,7.99,1.5,,
Delix Therapeutics,https://delixtherapeutics.com,21,6,Grant - II,2024-06-04,,,111.14,0.82,,
Immusoft,https://immusoft.com,15,13,Unattributed VC - II,2024-06-11,,,56.91,4.58,,
Fairplay,https://getfairplay.com,12,5,Series A - II,2023-04-24,,,143.6,8.6,,
Alentis Therapeutics,https://alentis.ch,13,6,Series C,2023-04-13,,,184.26,105.0,,
Glints,https://glints.com,24,8,Series D,2022-08-29,,,82.17,50.0,,
ImpriMed,https://imprimedicine.com,19,5,Series A,2023-11-06,,,34.78,23.08,,
VIAVIA,https://viavia.live,5,2,Seed VC,2022-08-25,,,9.15,8.0,,
Tandem PV,https://tandempv.com,10,9,Grant - IV,2024-06-04,,,21.77,4.7,,
Greeneye Technology,https://greeneye.ag,18,10,Series B,2024-04-17,,,50.02,20.0,,
MarketForce,https://marketforceagency.com,1,5,Acquired,2021-02-01,,,26.0,13.0,,
YBVR,https://ybvr.com,11,9,Grant,2022-09-01,,,1.92,0.26,,
Toka,https://tokagroup.com,6,2,Series B,2020-10-27,,,39.5,27.0,,
Gigs,https://getgigs.co,2,1,Pre-Seed,2023-05-02,,,2.7,2.7,,
CoreBone,https://core-bone.com,2,2,Unattributed VC,2021-10-04,,,3.7,3.7,,
Demodesk,https://demodesk.com,11,4,Series A,2020-09-03,,,10.45,8.0,,
Interplay Learning,https://interplaylearning.com,16,7,Unattributed,2024-09-19,,,47.1,20.0,,
CytoAgents,https://cytoagents.com,8,10,Grant - IV,2024-09-25,,,19.3,2.0,,
Optivolt,https://optivolt.com,7,3,Seed VC,2022-05-17,,,8.42,8.2,,
BirdEye,https://birdeye.com,11,4,Series C,2022-03-10,,,93.0,60.0,,
Genially,https://genial.ly,13,5,Series B,2021-09-22,,,24.94,20.0,,
Rupa Health,https://rupahealth.com,12,8,Acquired,2024-10-10,,,48.94,13.0,,
HypnoVR,https://hypnovr.io,11,3,Series A,2021-12-07,,,6.02,5.06,,
Timeshifter,https://timeshifter.com,4,6,Incubator/Accelerator - IV,2021-05-05,,,3.45,13.0,,
Grin,https://grin.co,16,6,Series B,2021-10-13,,,143.37,110.0,,
Airstack,https://airstack.xyz,34,4,Seed VC,2024-05-17,,,21.32,11.32,,
Anonos,https://anonos.com,2,4,Debt - II,2022-10-19,,,83.6,50.0,,
TaKaDu,https://takadu.com,5,4,Series A - II,2013-10-16,,,15.5,6.0,,
Distyl AI,https://distyl.ai,5,2,Series A,2024-09-24,,,27.0,20.0,,
Checkly,https://checklyhq.com,8,3,Series B,2024-07-31,,,32.25,20.0,,
Atlantic Quantum,https://atlantic-quantum.com,8,4,Grant - II,2024-05-11,,,9.2,13.0,,
Allure Security,https://alluresecurity.com,11,6,Series A,2024-04-03,,,24.01,10.0,,
True Anomaly,https://trueanomaly.space,13,6,Biz Plan Competition,2024-01-17,,,126.32,1.7,,
Climb Credit,https://climbcredit.com,16,9,Convertible Note,2023-02-10,,2020,463.58,13.0,,7.4
Luna,https://luna-lang.org,5,2,Seed VC,2019-12-16,,,2.5,2.5,,
Sundae,https://sundae.com,31,7,Angel,2022-06-09,,,136.55,0.17,,
Fiit,https://fiit.tv,5,4,Series A,2019-03-01,,,12.96,6.5,,
Yalla Fel Sekka,https://yallafelsekka.com,2,2,Series A,2022-02-02,,,9.5,7.0,,
Infinia,https://infiniacorp.com,13,13,Acquired,2013-11-22,,,132.1,13.0,,
Silk,https://silk.co,6,4,Acquired,2016-08-10,,,3.67,13.0,,
Gimo,https://gimo.vn,12,7,Series A - II,2023-07-24,,,36.73,17.1,,
Our Next Energy,https://one.ai,16,8,Unattributed,2023-09-06,2023-02,,610.0,13.0,1200.0,
Formlabs,https://formlabs.com,25,12,Series F,2024-07-23,2021-05,,261.64,0.39,2000.0,
OpenPhone,https://openphone.com,11,5,Series B,2022-04-07,,,56.12,40.0,,
Paerpay,https://paerpay.com,10,5,Debt,2024-06-13,,,3.97,0.7,,
Aleph Alpha,https://aleph-alpha.com,15,4,Series B,2023-11-06,2023-06,,642.23,500.0,490.08,
AtoB,https://atob.com,9,7,Series C,2024-09-19,2022-08,,305.0,13.0,800.0,
Surfly,https://surfly.com,8,8,Incubator/Accelerator - IV,2022-07-27,,,3.85,13.0,,
Incorta,https://incorta.com,11,10,Series D,2021-06-23,,,193.03,13.0,,
NEWTWEN,https://newtwen.com,7,3,Grant,2023-07-31,,,7.52,0.01,,
Hokodo,https://hokodo.co,13,7,Line of Credit - II,2024-04-08,2022-06,,165.19,108.28,175.0,
Novelship,https://novelship.com,7,5,Series B,2023-09-14,,,21.55,9.5,,
Trezy,https://trezy.io,4,2,Seed VC,2023-06-15,,,4.22,3.2,,
Ganaz,https://ganaz.com,13,5,Series A,2021-06-03,,,10.41,7.0,,
Airtm,https://airtm.com,10,7,Series B,2023-02-02,2018-08,,25.8,13.0,27.5,
enspired,https://enspired-trading.com,11,2,Series B,2024-05-14,,,35.44,26.96,,
ElasticRun,https://elastic.run,9,8,Series E,2022-02-07,2021-04,,432.11,300.0,400.0,
Tattle,https://tattleapp.com,3,3,Convertible Note,2024-05-15,,,11.1,4.0,,
Lendable,https://lendable.io,6,6,Unattributed,2020-12-28,,2019,151.66,4.5,,41.58
Jumbotail,https://jumbotail.com,24,11,Series C - II,2024-03-18,,2023,180.38,18.22,,98.8
Pubinno,https://pubinno.com,22,10,Incubator/Accelerator,2024-07-12,2018-05,,1.99,13.0,20.0,
Vint,https://joinvint.com,8,1,Seed VC,2014-01-27,,,1.8,1.8,,
Cor,https://knowyourcor.com,9,1,Seed,2014-11-14,,,1.03,1.03,,
Picap,https://picap.app,7,3,Seed VC - II,2020-02-12,,,2.5,13.0,,
ArmorCode,https://armorcode.com,13,5,Series B,2023-12-04,,,67.5,40.0,,
YourChoice Therapeutics,https://yourchoicetx.com,11,5,Unattributed,2024-03-27,,,15.65,0.5,,
Instawork,https://instawork.com,19,7,Series D,2023-05-18,,,149.62,60.0,,
Malou,https://malou.io,5,2,Seed VC,2023-11-20,,,10.92,10.92,,
Ome,https://omekitchen.com,12,3,Unattributed VC,2022-03-03,,,0.27,13.0,,
Troy Medicare,https://troymedicare.com,2,5,Unattributed,2022-02-28,,,28.39,5.3,,
Holisto,https://holisto.com,10,5,Corporate Minority,2024-07-30,,,19.28,10.0,,
Mitiga Solutions,https://mitigasolutions.com,17,12,Series A - III,2024-06-04,,,24.49,8.69,,
Increff,https://increff.com,12,5,Series B,2022-02-21,,,17.0,12.0,,
Flip,https://justflip.com,2,2,Unattributed,2017-06-21,,,0.3,0.3,,
PropheSee,https://prophesee.in,2,2,Dead,2017-01-21,,,0.5,13.0,,
Caribou,https://usecaribou.com,1,5,Other Investors,,,,26.0,13.0,,
Pearl Health,https://pearlhealth.com,6,4,Corporate Minority,2023-09-12,,,93.5,13.0,,
Knowde,https://knowde.com,17,5,Series C,2024-08-01,,,146.17,60.0,,
Eleven Therapeutics,https://eleventx.com,6,3,Seed VC,2022-08-02,,,22.0,18.0,,
Omorpho,https://omorpho.fit,7,3,Seed VC - II,2023-11-14,2022-05,,14.0,3.0,26.0,
ReCharge,https://recharge.id,3,5,Seed VC - II,2020-04-22,,,26.0,13.0,,
Funnel,https://funnel.io,9,4,Series C,2021-10-13,2020-01,2019,131.0,66.0,105.03,7.35
CompScience,https://compscience.com,9,4,Series A,2023-07-27,,,18.75,10.0,,
liwwa,https://liwwa.com,17,11,Loan,2024-05-15,,,39.09,5.0,,
SmartRecruiters,https://smartrecruiters.com,7,6,Series E,2021-07-20,,,214.55,110.0,,
Hedvig,https://hedvig.io,7,5,Acquired,2019-09-04,,,52.0,13.0,,
Zuoyebang,https://zuoyebang.com,17,8,Series E - II,2020-12-28,2018-07,,3435.0,1600.0,3000.0,
Vizit,https://,1,1,Angel,2011-12-15,,,0.1,0.1,,
Phaidra,https://phaidra.ai,13,4,Series B,2024-07-02,,,38.5,12.0,,
Onepilot,https://onepilot.co,8,2,Series A,2022-06-22,,,18.87,15.89,,
Apptronik,https://apptronik.com,11,11,Corporate Minority,2023-02-07,,,20.04,13.0,,
Kooltra,https://kooltra.com,4,2,Series A,2018-09-21,,,6.86,5.07,,
Humi,https://humi.ca,15,7,Series B,2021-11-24,,,45.56,24.13,,
Neighbor,https://hineighbor.com,1,2,Series A,2022-02-28,,,3.88,3.25,,
Helsing,https://helsing.ai,11,4,Series C,2024-07-11,2023-09,,829.63,487.78,1817.0,
Evenflow,https://evenflowbrands.com,19,3,Seed VC - III,2022-05-05,,,5.0,5.0,,
Ayla Networks,https://aylanetworks.com,16,7,Series E,2021-12-06,,,140.4,20.0,,
Astrus,https://astrus.ai,7,2,Seed VC - II,2023-09-15,,,2.68,2.4,,
Sportlogiq,https://sportlogiq.com,8,4,Series B,2018-12-21,,,27.2,20.0,,
Alma,https://alma.app,1,5,Dead,2020-09-30,,,26.0,13.0,,
Lawmatics,https://lawmatics.com,8,3,Series A - II,2023-06-22,,,17.5,5.0,,
Sprinter Health,https://sprinterhealth.com,4,2,Series A,2021-10-13,,,33.0,33.0,,
Pendella,https://pendella.com,15,10,Seed VC - III,2023-04-28,,,10.21,2.7,,
DBeaver,https://dbeaver.io,3,3,Seed VC - II,2023-04-11,2021-01,,6.5,6.0,8.6,
Supercritical,https://gosupercritical.com,13,3,Series A,2023-06-22,,,15.78,13.0,,
Zero,https://retrofitzero.ai,1,5,Incubator/Accelerator,2021-10-21,,,26.0,13.0,,
NOCD,https://treatmyocd.com,12,6,Series C,2023-01-31,,,84.25,34.0,,
Blueboard,https://blueboard.com,9,6,Incubator/Accelerator,2020-09-17,,,17.09,13.0,,
Zafrens,https://zafrens.com,10,3,Series A,2023-12-11,,,34.16,23.0,,
Dendra Systems,https://dendra.io,15,6,Series B,2024-05-08,,,29.48,15.76,,
Cloud Campaign,https://cloudcampaign.io,2,3,Series A,2021-05-21,,,6.86,5.0,,
Routefusion,https://routefusion.com,10,3,Seed VC - II,2022-01-19,,,14.25,10.5,,
ThinCats,https://thincats.com,9,8,Mezzanine - II,2024-08-05,,,1751.0,95.5,,
Parallel Learning,https://parallellearning.com,12,3,Series A - II,2024-01-09,,,28.93,6.13,,
OpenSpace,https://openspace.ai,28,11,Series D - II,2022-08-09,2022-03,,200.33,9.0,902.0,
Cedar,https://cedar.com,20,6,Series D - II,2022-12-19,2021-03,,350.81,13.0,3200.0,
VenoStent,https://venostent.com,20,15,Grant - V,2024-06-27,,,28.02,3.6,,
Instaclustr,https://instaclustr.com,5,4,Acquired,2022-04-07,,,22.2,13.0,,
Urban Sports Club,https://urbansportsclub.com,10,7,Private Equity,2024-04-08,,,199.01,13.0,,
R.A.D,https://rad-global.com,1,5,Series A,2023-06-01,,,26.0,13.0,,
Bombas,https://bombas.com,2,6,Unattributed - III,2022-08-15,,2018,252.75,70.56,,100.8
Abacus Insights,https://abacusinsights.com,7,6,Series C - II,2024-05-01,,,88.62,12.92,,
Overwolf,https://overwolf.com,15,6,Series D,2021-11-17,,,149.74,75.0,,
Craftwork,https://craftwork.com,6,2,Seed VC,2023-10-04,,,10.0,6.0,,
Bitpanda,https://bitpanda.com,12,6,Series C,2021-08-17,2021-03,,497.43,263.0,1200.0,
The Muse,https://themuse.com,26,11,Unattributed,2022-10-04,,,75.99,17.49,,
GIBLIB,https://giblib.com,11,8,Incubator/Accelerator - II,2021-09-28,2018-01,,8.06,13.0,9.09,
Quantum Source,https://qs-labs.com,8,3,Series A,2024-09-10,,,77.0,50.0,,
Ecobot,https://ecobot.com,7,6,Convertible Note,2023-05-31,,,5.61,0.25,,
Haya Therapeutics,https://hayatx.com,16,12,Corporate Minority,2024-09-04,,,28.54,13.0,,
OpenSooq,https://opensooq.com,3,2,Series B,2021-06-07,,,24.0,24.0,,
Mammaly,https://mammaly.de,3,2,Series A,2023-09-06,,,18.41,15.02,,
Marble,https://marble.aero,1,1,Pre-Seed,2017-03-07,,,0.01,0.01,,
Inotrem,https://inotrem.com,10,8,Grant - II,2023-11-06,,,141.53,13.0,,
Hash,https://thehash.today,1,1,Angel,2016-07-28,,,0.75,0.75,,
Rossum,https://rossum.ai,11,3,Debt,2024-01-26,,,104.5,13.0,,
Pensa Systems,https://pensasystems.com,13,9,Series A - III,2024-01-11,,,42.42,13.54,,
Mindstate Design Labs,https://mindstate.design,11,2,Seed VC,2022-02-12,,,11.63,11.5,,
Dixa,https://dixa.com,5,4,Series C,2021-07-28,,,156.8,105.0,,
Pilot,https://,1,5,Seed VC,2018-07-14,,,26.0,13.0,,
Treasure,https://treasurefi.com,6,3,Series A,2023-08-10,,,11.0,7.5,,
Learnerbly,https://learnerbly.com,19,3,Series A,2021-12-07,,,12.09,10.0,,
Comanche Biopharma,https://comanchebiopharma.com,8,2,Series B,2023-05-12,,,75.0,75.0,,
Encantos,https://encantosworld.com,1,5,Other Investors,,,,26.0,13.0,,
IFTTT,https://ifttt.com,22,5,Loan,2020-05-03,2018-04,,63.18,0.68,249.0,
Captur,https://captur.ai,10,4,Seed VC - II,2023-10-18,,,4.39,2.68,,
Karma,https://karmahq.xyz,1,2,Option/Warrant,2022-03-23,,,0.5,1.06,,
Boomitra,https://boomitra.com,5,5,Seed - II,2024-05-28,,,5.41,13.0,,
MachineMetrics,https://machinemetrics.com,10,5,Series B,2021-06-16,,,34.06,20.0,,
Twentyeight Health,https://twentyeighthealth.com,23,4,Unattributed VC,2024-09-18,,,27.9,14.5,,
CrowdHealth,https://joincrowdhealth.com,2,2,Series A,2022-08-08,,,12.03,6.0,,
AZA Finance,https://azafinance.com,14,15,Series B,2021-04-28,2018-11,,56.9,20.0,50.2,
Cohere,https://cohere.eu,9,1,Seed,2016-06-14,,,0.34,0.34,,
Loyal Guru,https://loyal.guru,3,2,Series A,2022-03-03,,,11.06,8.86,,
LanzaJet,https://lanzajet.com,13,11,Corporate Minority - VI,2024-07-24,,,150.0,13.0,,
